Card ID,Card Name,Card URL,Card Description,Labels,Members,Due Date,Attachment Count,Attachment Links,Checklist Item Total Count,Checklist Item Completed Count,Vote Count,Comment Count,Last Activity Date,List ID,List Name,Board ID,Board Name,Archived,Start Date,Due Complete,Due Reminder
6aac11bf035ef7ea5736c212,Week 11 - Full Stack Integration,https://trello.com/c/QkK1A3xF/70-week-11-full-stack-integration,"Connect college data, analytics, career tools, job workflow, resume builder, and accounts. Resolve integration problems.",,,,0,,4,0,0,0,2026-09-18T04:43:46.412Z,6aac1160de8caf5a6263bdd6,Product Backlog,6aa98a8a98b68e9237036e5c,College scoring and course analytics system,false,,false,
6aac11c1dd70feccbe42d934,Week 12 - MVP Integration Freeze,https://trello.com/c/h0XenSeW/69-week-12-mvp-integration-freeze,Complete and freeze the minimum viable product. Refresh the database and verify selected records against official sources.,,,,0,,4,0,0,0,2026-09-18T04:43:46.415Z,6aac1160de8caf5a6263bdd6,Product Backlog,6aa98a8a98b68e9237036e5c,College scoring and course analytics system,false,,false,
6aac11c2cfe71c2ba1ea2acc,Week 13 - Quality Sprint,https://trello.com/c/NPdTeLSz/68-week-13-quality-sprint,"Complete automated testing, security review, accessibility review, responsive testing, and API failure handling.",,,,0,,4,0,0,0,2026-09-18T04:43:46.415Z,6aac1160de8caf5a6263bdd6,Product Backlog,6aa98a8a98b68e9237036e5c,College scoring and course analytics system,false,,false,
6aac11c3a094b5fcb5c3c8df,Week 14 - User Testing and Documentation,https://trello.com/c/Aswe0h0L/67-week-14-user-testing-and-documentation,"Conduct user testing, prioritize defects, complete database/source documentation, user guide, screenshots, and deployment documentation.",,,,0,,4,0,0,0,2026-09-18T04:43:46.754Z,6aac1160de8caf5a6263bdd6,Product Backlog,6aa98a8a98b68e9237036e5c,College scoring and course analytics system,false,,false,
6aac11c502ccd3f6dfa38570,Week 15 - Release Candidate and Rehearsal,https://trello.com/c/L4jzExhF/66-week-15-release-candidate-and-rehearsal,"Deploy the release candidate, run smoke tests, prepare each member's demonstration, rehearse timing, and prepare backup media.",,,,0,,4,0,0,0,2026-09-18T04:43:46.697Z,6aac1160de8caf5a6263bdd6,Product Backlog,6aa98a8a98b68e9237036e5c,College scoring and course analytics system,false,,false,
6aac11c74d66514cd8d6a277,Week 16 - Final Release and Presentation,https://trello.com/c/He99TrUO/65-week-16-final-release-and-presentation,"Complete the final release check, present the project, submit code and documentation, and record future improvements.",,,,0,,4,0,0,0,2026-09-18T04:43:46.538Z,6aac1160de8caf5a6263bdd6,Product Backlog,6aa98a8a98b68e9237036e5c,College scoring and course analytics system,false,,false,
6aac11a0ca6e432392dd7160,Project Overview,https://trello.com/c/yEXnVRPw/60-project-overview,"Purpose: Build a Django platform for comparing New England colleges and academic programs, exploring careers and jobs, and creating resumes.

Scope: CT, ME, MA, NH, RI, and VT.

Schedule: 16 weeks; Week 3 is current.",,,,0,,0,0,0,0,2026-09-18T04:43:36.748Z,6aac115da8286ea7d7493b50,Project Information,6aa98a8a98b68e9237036e5c,College scoring and course analytics system,false,,false,
6aac11a385bdf54b93fa4c50,Team Responsibilities,https://trello.com/c/zp1ognYJ/61-team-responsibilities,"Brady Highcove: Database and Data Integration Lead.
Chris Oseghale: Django Web and User Experience Lead.
Kyle Hall: Backend and Career Tools Lead.
All members: requirements, integration, review, testing, documentation, deployment, and presentation.",,,,0,,0,0,0,0,2026-09-18T04:43:36.751Z,6aac115da8286ea7d7493b50,Project Information,6aa98a8a98b68e9237036e5c,College scoring and course analytics system,false,,false,
6aac11a5396c30387ff5e081,Data Sources and Verification,https://trello.com/c/E6bOwyCR/62-data-sources-and-verification,"Primary source: College Scorecard.
Validation and supplemental sources: IPEDS, official college catalogs, institutional research reports, Common Data Sets, registrar schedules, O*NET, and CareerOneStop/NLx.
Always store and display the reporting year, retrieval date, and original source.",,,,0,,0,0,0,0,2026-09-18T04:43:36.750Z,6aac115da8286ea7d7493b50,Project Information,6aa98a8a98b68e9237036e5c,College scoring and course analytics system,false,,false,
6aa9968db7d841bcf748ed6c,https://github.com/speedyapply/JobSpy,https://trello.com/c/sXf32XDP/16-https-githubcom-speedyapply-jobspy,,,,,0,,0,0,0,0,2026-09-15T19:03:41.054Z,6aa9967fe302f187390e74c8,Things to implement?,6aa98a8a98b68e9237036e5c,College scoring and course analytics system,false,,false,
6aa996d28fea73d3a5dff383,Resume Builder?,https://trello.com/c/fNucFy2j/17-resume-builder,,,,,0,,0,0,0,0,2026-09-15T19:04:51.011Z,6aa9967fe302f187390e74c8,Things to implement?,6aa98a8a98b68e9237036e5c,College scoring and course analytics system,false,,false,
6aa9986290519550df3e4f4c,image.png,https://trello.com/c/QZk7p3kk/18-imagepng,,,,,1,https://trello.com/1/cards/6aa9986290519550df3e4f4c/attachments/6aa9986290519550df3e4f82/download/image.png,0,0,0,0,2026-09-15T19:11:30.720Z,6aa9967fe302f187390e74c8,Things to implement?,6aa98a8a98b68e9237036e5c,College scoring and course analytics system,false,,false,
6aac1d4f6b9acbaf01fa7eaf,Canva design prototype https://www.canva.com/design/DAHVeC6ElPQ/mXo8vqUN4CQ-L7vTXB6hUA/edit?ui=e30,https://trello.com/c/Uqn6bZDq/19-canva-design-prototype-https-wwwcanvacom-design-dahvec6elpq-mxo8vqun4cq-l7vtxb6hua-edituie30,,,,,0,,0,0,0,0,2026-09-17T17:03:11.989Z,6aa9967fe302f187390e74c8,Things to implement?,6aa98a8a98b68e9237036e5c,College scoring and course analytics system,false,,false,
